year,gender,event,winner,time,seconds,course_record
2011,women,Grand-Master Eights Age average of 50+ (no rower under 30),Marin Rowing Association,18:01.795,1081.795,False
2012,women,Grand-Master Eights Age average of 50+ (no rower under 30),Marin Rowing Association,17:44.45,1064.45,True
2013,women,Grand-Master Eights Age average of 50+ (no rower under 30),Marin Rowing Association,17:35.754,1055.754,True
2014,women,Grand-Master Eights Age average of 50+ (no rower under 30),Long Beach Rowing Association,17:39.401,1059.401,False
2015,women,Grand-Master Eights Age average of 50+ (no rower under 30),Chinook Performance Racing,18:37.825,1117.825,False
2016,women,Grand-Master Eights Age average of 50+ (no rower under 30),Long Beach Rowing Association,17:25.324,1045.324,True
2017,women,Grand-Master Eights Age average of 50+ (no rower under 30),Chinook,17:22.899,1042.899,True
2018,women,Grand-Master Eights Age average of 50+ (no rower under 30),Victoria City,17:35.403,1055.403,False
2019,women,Grand-Master Eights Age average of 50+ (no rower under 30),Victoria City,18:14.139,1094.139,False
2021,women,Grand-Master Eights Age average of 50+ (no rower under 30),Chinook,17:49.059,1069.059,False
2022,women,Grand-Master Eights Age average of 50+ (no rower under 30),Endeavor Racing Alliance,17:49.930,1069.93,False
2023,women,Grand-Master Eights Age average of 50+ (no rower under 30),Endeavor Racing Alliance,17:23.163,1043.163,False
2024,women,Grand-Master Eights Age average of 50+ (no rower under 30),Marlow,17:22.292,1042.292,True
2025,women,Grand-Master Eights Age average of 50+ (no rower under 30),Toronto Sculling,17:22.143,1042.143,True
2003,women,Grand-Master Fours Age average of 50+ (no rower under 30),"Community Rowing, Inc.",20:01.267,1201.267,True
2005,women,Grand-Master Fours Age average of 50+ (no rower under 30),Conibear Rowing Club,20:33.681,1233.681,False
2006,women,Grand-Master Fours Age average of 50+ (no rower under 30),Minnesota Coaches,21:01.138,1261.138,False
2007,women,Grand-Master Fours Age average of 50+ (no rower under 30),Watercat Rowing Club,19:48.392,1188.392,True
2008,women,Grand-Master Fours Age average of 50+ (no rower under 30),Watercat Rowing Club,20:01.500,1201.5,False
2009,women,Grand-Master Fours Age average of 50+ (no rower under 30),Orleans Sweep,20:16.415,1216.415,False
2010,women,Grand-Master Fours Age average of 50+ (no rower under 30),RV Willem III,19:49.298,1189.298,False
2011,women,Grand-Master Fours Age average of 50+ (no rower under 30),Orleans Sweep,20:35.690,1235.69,False
2012,women,Grand-Master Fours Age average of 50+ (no rower under 30),Orleans Sweeps & Sculls,19:59.20,1199.2,False
2013,women,Grand-Master Fours Age average of 50+ (no rower under 30),Marin Rowing Association,19:15.809,1155.809,False
2014,women,Grand-Master Fours Age average of 50+ (no rower under 30),Melbourne University Boat Club,19:17.111,1157.111,False
2015,women,Grand-Master Fours Age average of 50+ (no rower under 30),Upper Valley Rowing Foundation,20:31.641,1231.641,False
2016,women,Grand-Master Fours Age average of 50+ (no rower under 30),Toronto Sculling Club,19:49.293,1189.293,False
2017,women,Grand-Master Fours Age average of 50+ (no rower under 30),Cambridge,18:45.398,1125.398,True
2018,women,Grand-Master Fours Age average of 50+ (no rower under 30),Cambridge,19:28.407,1168.407,False
2019,women,Grand-Master Fours Age average of 50+ (no rower under 30),Cambridge,19:20.653,1160.653,False
2021,women,Grand-Master Fours Age average of 50+ (no rower under 30),Cambridge,19:04.877,1144.877,False
2022,women,Grand-Master Fours Age average of 50+ (no rower under 30),RCA Alumni,18:46.927,1126.927,False
2023,women,Grand-Master Fours Age average of 50+ (no rower under 30),RCA Alumni,18:29.924,1109.924,False
2024,women,Grand-Master Fours Age average of 50+ (no rower under 30),Marin,19:24.457,1164.457,False
2025,women,Grand-Master Fours Age average of 50+ (no rower under 30),Lake Union,19:04.780,1144.78,False
1981,women,Grand-Master Singles 50+ years old,K. Kalkhof,25:35.3,1535.3,True
1982,women,Grand-Master Singles 50+ years old,K. Kalkhof,25:58.5,1558.5,False
1986,women,Grand-Master Singles 50+ years old,K. Kalkhof,27:10.1,1630.1,False
1987,women,Grand-Master Singles 50+ years old,N. Heiden,28:36.0,1716.0,False
1988,women,Grand-Master Singles 50+ years old,C. McGowan,28:59.5,1739.5,False
1989,women,Grand-Master Singles 50+ years old,S. Nestor,29:43.1,1783.1,False
1990,women,Grand-Master Singles 50+ years old,B. Green,24:02.5,1442.5,True
1991,women,Grand-Master Singles 50+ years old,L. Daly,24:30.6,1470.6,False
1992,women,Grand-Master Singles 50+ years old,B. Green,22:41.9,1361.9,True
1993,women,Grand-Master Singles 50+ years old,B. Green,24:36.4,1476.4,False
1994,women,Grand-Master Singles 50+ years old,B. Green,23:56.6,1436.6,False
1995,women,Grand-Master Singles 50+ years old,B. Green,24:03.2,1443.2,False
1997,women,Grand-Master Singles 50+ years old,E. Webber,22:41.5,1361.5,True
1998,women,Grand-Master Singles 50+ years old,L. Kennett,22:10.68,1330.68,False
1999,women,Grand-Master Singles 50+ years old,L. Kennett,23:09.83,1389.83,False
2000,women,Grand-Master Singles 50+ years old,L. Kennett,21:50.00,1310.0,True
2001,women,Grand-Master Singles 50+ years old,L. Kennett,21:50.009,1310.009,False
2002,women,Grand-Master Singles 50+ years old,V. Reynolds,22:57.634,1377.634,False
2003,women,Grand-Master Singles 50+ years old,Judy Geer,21:46.504,1306.504,True
2005,women,Grand-Master Singles 50+ years old,Judy Geer,24:25.000,1465.0,False
2006,women,Grand-Master Singles 50+ years old,S. Dandridge,23:22.004,1402.004,False
2007,women,Grand-Master Singles 50+ years old,Judy Geer,21:30.930,1290.93,False
2008,women,Grand-Master Singles 50+ years old,M. Jekabson-Zezza,20:55.70,1255.7,True
2009,women,Grand-Master Singles 50+ years old,M. Jekabson-Zezza,21:33.320,1293.32,False
