year,gender,event,winner,time,seconds,course_record
2013,women,Lightweight Fours,Western University,19:13.041,1153.041,False
2014,women,Lightweight Fours,Princeton University,19:03.329,1143.329,False
2015,women,Lightweight Fours,Riverside Boat Club,19:23.121,1163.121,False
2016,women,Lightweight Fours,Western University (UWO),19:02.444,1142.444,False
2017,women,Lightweight Fours,Georgetown,17:56.443,1076.443,False
2018,women,Lightweight Fours,Radcliffe,20:07.050,1207.05,False
2019,women,Lightweight Fours,British Columbia,17:57.921,1077.921,False
2021,women,Lightweight Fours,MIT,18:39.188,1119.188,False
2022,women,Lightweight Fours,British Columbia,18:06.925,1086.925,False
2023,women,Lightweight Fours,Stanford,18:42.795,1122.795,False
2024,women,Lightweight Fours,University of Wisconsin,18:28.571,1108.571,False
2025,women,Lightweight Fours,Princeton,18:03.310,1083.31,False
1980,women,Lightweight Singles,S. Kirby,21:08.7,1268.7,True
1981,women,Lightweight Singles,J. Hannafin,21:36.1,1296.1,False
1982,women,Lightweight Singles,A. Mckinnon,21:35.4,1295.4,False
1983,women,Lightweight Singles,J. Hannafin,20:27.2,1227.2,True
1984,women,Lightweight Singles,A. Martin,19:30.7,1170.7,True
1985,women,Lightweight Singles,A. Herron,21:38.2,1298.2,False
1986,women,Lightweight Singles,C. Sands,20:31.8,1231.8,False
1987,women,Lightweight Singles,K. Karlson,20:16.9,1216.9,False
1988,women,Lightweight Singles,K. Karlson,21:33.1,1293.1,False
1989,women,Lightweight Singles,N. Natman,23:04.3,1384.3,False
1990,women,Lightweight Singles,A. Shaw,21:03.6,1263.6,False
1991,women,Lightweight Singles,T. Zarzeczny,21:16.0,1276.0,False
1992,women,Lightweight Singles,T. Zarzeczny,19:00.58,1140.58,True
1993,women,Lightweight Singles,T. Zarzeczny,20:19.8,1219.8,False
1994,women,Lightweight Singles,L. Carey,20:14.5,1214.5,False
1995,women,Lightweight Singles,C. Matthes,20:30.6,1230.6,False
1997,women,Lightweight Singles,L. Featherstone,20:24.8,1224.8,False
1998,women,Lightweight Singles,M. Jaastad,20:49.34,1249.34,False
1999,women,Lightweight Singles,C. Collins,20:33.85,1233.85,False
2000,women,Lightweight Singles,S. Borgman,21:40.94,1300.94,False
2001,women,Lightweight Singles,G. Meredith,19:52.970,1192.97,False
2003,women,Lightweight Singles,Fiona Milne,19:32.572,1172.572,False
2005,women,Lightweight Singles,Wendy Campanella,21:23.860,1283.86,False
2006,women,Lightweight Singles,Renee Hykel,20:11.103,1211.103,False
2007,women,Lightweight Singles,Heather Moon,20:09.191,1209.191,False
2009,women,Lightweight Singles,Kristin Hedstrom,21:23.915,1283.915,False
2010,women,Lightweight Singles,Amber Cuthbertson,19:42.482,1182.482,False
2011,women,Lightweight Singles,Kristin Hedstrom,19:54.771,1194.771,False
2012,women,Lightweight Singles,Kristin Hedstrom,20:55.9,1255.9,False
2013,women,Lightweight Singles,Mary Jones,21:17.362,1277.362,False
2014,women,Lightweight Singles,Caitlin Pauls,20:56.687,1256.687,False
2015,women,Lightweight Singles,Caitlin Pauls,20:35.608,1235.608,False
2016,women,Lightweight Singles,Eveline Peelman,20:25.854,1225.854,False
2017,women,Lightweight Singles,Juliane Rasmussen,19:18.091,1158.091,True
2018,women,Lightweight Singles,Jenna Pelham,20:27.439,1227.439,False
2019,women,Lightweight Singles,Emily Schmieg,19:53.157,1193.157,False
2021,women,Lightweight Singles,Elizabeth Martin,20:05.763,1205.763,False
2022,women,Lightweight Singles,Molly Reckford,19:24.128,1164.128,False
2023,women,Lightweight Singles,Brigid Kennedy,19:28.588,1168.588,False
2024,women,Lightweight Singles,Elizabeth Martin,19:43.086,1183.086,False
2025,women,Lightweight Singles,Elizabeth Martin,19:48.438,1188.438,False
2023,women,Master Doubles Age average of 30+ (No rower under 30),"M. Wilson, J. Eddie",19:11.548,1151.548,False
2024,women,Master Doubles Age average of 30+ (No rower under 30),"J. Armstrong, C. Graf",19:39.893,1179.893,False
2025,women,Master Doubles Age average of 30+ (No rower under 30),"L. Schall, M. McAuliffe",19:42.661,1182.661,False
2024,women,Master Eights Age average of 30+ (No rower under 30),Endeavor Racing Alliance,17:27.055,1047.055,False
2025,women,Master Eights Age average of 30+ (No rower under 30),RV De Laak,15:52.572,952.572,False
2024,women,Master Fours Age average of 30+ (No rower under 30),St Catharines,19:03.700,1143.7,False
2025,women,Master Fours Age average of 30+ (No rower under 30),Cambridge,18:33.185,1113.185,False
1980,women,Master Singles 30+ Years Old,J. Gardner,24:20.1,1460.1,True
1981,women,Master Singles 30+ Years Old,P. Pinkerton,21:33.3,1293.3,True
1982,women,Master Singles 30+ Years Old,N. Storrs,20:56.1,1256.1,True
1983,women,Master Singles 30+ Years Old,N. Storrs,21:15.9,1275.9,False
1984,women,Master Singles 30+ Years Old,N. Storrs,20:36.1,1236.1,True
1985,women,Master Singles 30+ Years Old,N. Storrs,22:31.9,1351.9,False
1986,women,Master Singles 30+ Years Old,S. Kenney,22:00.3,1320.3,False
1987,women,Master Singles 30+ Years Old,S. Kenney,22:13.5,1333.5,False
1988,women,Master Singles 30+ Years Old,L. Stone,23:00.8,1380.8,False
1989,women,Master Singles 30+ Years Old,P. Pinkerton,24:26.7,1466.7,False
1990,women,Master Singles 30+ Years Old,C. Geer,20:51.2,1251.2,False
1991,women,Master Singles 30+ Years Old,A. Boucher,22:18.9,1338.9,False
1992,women,Master Singles 30+ Years Old,T. Santry,21:00.5,1260.5,False
1993,women,Master Singles 30+ Years Old,S. Sanders-Fleming,22:08.8,1328.8,False
1994,women,Master Singles 30+ Years Old,L. Kunze,21:04.3,1264.3,False
1995,women,Master Singles 30+ Years Old,E. Kennelly,21:14.7,1274.7,False
1997,women,Master Singles 30+ Years Old,C. Matthes,19:55.2,1195.2,True
1998,women,Master Singles 30+ Years Old,K. Karlson,20:56.86,1256.86,False
1999,women,Master Singles 30+ Years Old,T. Miles,21:12.95,1272.95,False
2000,women,Master Singles 30+ Years Old,E. Kennelly,21:48.90,1308.9,False
2001,women,Master Singles 30+ Years Old,L. Muri,20:27.880,1227.88,False
2002,women,Master Singles 30+ Years Old,Ellen Kennelly,21:33.669,1293.669,False
2003,women,Master Singles 30+ Years Old,Lindsay Burns,20:13.838,1213.838,False
2005,women,Master Singles 30+ Years Old,Claudia Wagner,22:27.443,1347.443,False
2006,women,Master Singles 30+ Years Old,Antje Siems,21:34.464,1294.464,False
2007,women,Master Singles 30+ Years Old,Claudia Wagner,21:00.860,1260.86,False
2008,women,Master Singles 30+ Years Old,Lisa Weise,21:44.600,1304.6,False
2009,women,Master Singles 30+ Years Old,Liane Malcos,21:19.059,1279.059,False
2010,women,Master Singles 30+ Years Old,Olwen Huxley,20:11.890,1211.89,False
2011,women,Master Singles 30+ Years Old,Lisa Weise,21:04.937,1264.937,False
2012,women,Master Singles 30+ Years Old,Erica Stieve-Caldwell,21:37.43,1297.43,False
2013,women,Master Singles 30+ Years Old,Shannon Kaplan,21:32.889,1292.889,False
2014,women,Master Singles 30+ Years Old,Shannon Kaplan,22:07.097,1327.097,False
2015,women,Master Singles 30+ Years Old,Aisha Chow,21:00.991,1260.991,False
2016,women,Master Singles 30+ Years Old,Shannon Kaplan,22:46.801,1366.801,False
2017,women,Master Singles 30+ Years Old,Shannon Kaplan,20:13.822,1213.822,False
2018,women,Master Singles 30+ Years Old,Wiebke Gebauer,22:22.921,1342.921,False
2019,women,Master Singles 30+ Years Old,Corlis Gross,21:26.891,1286.891,False
2021,women,Master Singles 30+ Years Old,Gevvie Stone,19:21.796,1161.796,True
2022,women,Master Singles 30+ Years Old,Gevvie Stone,19:10.913,1150.913,True
2023,women,Master Singles 30+ Years Old,Gevvie Stone,19:29.437,1169.437,False
2024,women,Master Singles 30+ Years Old,Aisyah Rafa’ee,20:23.924,1223.924,False
2025,women,Master Singles 30+ Years Old,Katherine McFetridge,20:26.136,1226.136,False
1994,women,Senior-Master Doubles Age average of 40+ (No rower under 30),California Yacht Club,20:01.8,1201.8,True
1995,women,Senior-Master Doubles Age average of 40+ (No rower under 30),California Yacht Club,20:59.0,1259.0,False
1997,women,Senior-Master Doubles Age average of 40+ (No rower under 30),California Yacht Club,19:42.3,1182.3,True
1998,women,Senior-Master Doubles Age average of 40+ (No rower under 30),California Yacht Club,20:12.26,1212.26,False
1999,women,Senior-Master Doubles Age average of 40+ (No rower under 30),Portland RC,20:17.15,1217.15,False
2000,women,Senior-Master Doubles Age average of 40+ (No rower under 30),"Kronick, Hamann",19:09.36,1149.36,True
2001,women,Senior-Master Doubles Age average of 40+ (No rower under 30),"Thorsness, Birch",19:20.00,1160.0,False
2002,women,Senior-Master Doubles Age average of 40+ (No rower under 30),"Santry, DeAngelis",19:24.496,1164.496,False
2003,women,Senior-Master Doubles Age average of 40+ (No rower under 30),"K Thorsness, D Birch",19:31.373,1171.373,False
2005,women,Senior-Master Doubles Age average of 40+ (No rower under 30),"M.Bray, G.DeAngeles",21:40.258,1300.258,False
2006,women,Senior-Master Doubles Age average of 40+ (No rower under 30),"P. Raila, S. Padilla",21:20.047,1280.047,False
2007,women,Senior-Master Doubles Age average of 40+ (No rower under 30),"T. Zarzeczny-Bell, S. Remmler",19:00.316,1140.316,True
2008,women,Senior-Master Doubles Age average of 40+ (No rower under 30),"T. Zarzeczny-Bell, S. Remmler",18:49.700,1129.7,True
2009,women,Senior-Master Doubles Age average of 40+ (No rower under 30),"T. Zarzeczny-Bell, S. Remmler",19:20.217,1160.217,False
2010,women,Senior-Master Doubles Age average of 40+ (No rower under 30),"T. Zarzeczny-Bell, S. Remmler",20:09.439,1209.439,False
2011,women,Senior-Master Doubles Age average of 40+ (No rower under 30),"T. Zarzeczny-Bell, S. Remmler",20:10.841,1210.841,False
2012,women,Senior-Master Doubles Age average of 40+ (No rower under 30),"C. Matthes, M. Mazzio",20:07.2,1207.2,False
2013,women,Senior-Master Doubles Age average of 40+ (No rower under 30),"L. Schlender, K. Salchow MacArthur",20:43.413,1243.413,False
2014,women,Senior-Master Doubles Age average of 40+ (No rower under 30),"R. Perry, K. Amdur",21:04.131,1264.131,False
2015,women,Senior-Master Doubles Age average of 40+ (No rower under 30),"K. Salchow MacArthur, H. Gehman",19:50.452,1190.452,False
2016,women,Senior-Master Doubles Age average of 40+ (No rower under 30),"A. Lanfer, S. White",19:52.402,1192.402,False
2017,women,Senior-Master Doubles Age average of 40+ (No rower under 30),K. Salchow MacArthur/H. Gehman,19:04.317,1144.317,False
2018,women,Senior-Master Doubles Age average of 40+ (No rower under 30),"T. Vandersteel, A. Belakovskiy",19:39.767,1179.767,False
2019,women,Senior-Master Doubles Age average of 40+ (No rower under 30),"E. Saint Clair, L. Meyer",19:46.738,1186.738,False
2021,women,Senior-Master Doubles Age average of 40+ (No rower under 30),"M. Pearlstein, M. Gradek",19:38.700,1178.7,False
2022,women,Senior-Master Doubles Age average of 40+ (No rower under 30),"M. Pearlstein, M. Gradek",18:53.608,1133.608,False
2023,women,Senior-Master Doubles Age average of 40+ (No rower under 30),"T. Vandersteel, A. Sneff-Belakovskiy",19:12.934,1152.934,False
2024,women,Senior-Master Doubles Age average of 40+ (No rower under 30),"T. Vandersteel, A. Sneff-Belakovskiy",19:30.893,1170.893,False
2025,women,Senior-Master Doubles Age average of 40+ (No rower under 30),"J. Heidmous, E. Crowley",19:50.546,1190.546,False
1995,women,Senior-Master Eights Age average of 40+ (no rower under 30),Potomac BC,18:54.35,1134.35,True
1997,women,Senior-Master Eights Age average of 40+ (no rower under 30),Portland BC,19:29.8,1169.8,False
1998,women,Senior-Master Eights Age average of 40+ (no rower under 30),Lake Washington RC,20:07.20,1207.2,False
1999,women,Senior-Master Eights Age average of 40+ (no rower under 30),Lake Washington RC,20:15.22,1215.22,False
2000,women,Senior-Master Eights Age average of 40+ (no rower under 30),Saugatuck RC,20:40.92,1240.92,False
2001,women,Senior-Master Eights Age average of 40+ (no rower under 30),Alabama Crew,19:32.829,1172.829,False
2002,women,Senior-Master Eights Age average of 40+ (no rower under 30),Dresdner Ruderverein,20:16.996,1216.996,False
2003,women,Senior-Master Eights Age average of 40+ (no rower under 30),Dresdner Ruderverein,19:22.893,1162.893,False
2005,women,Senior-Master Eights Age average of 40+ (no rower under 30),Fairmount Rowing Assn.,21:57.335,1317.335,False
2006,women,Senior-Master Eights Age average of 40+ (no rower under 30),1992 Olympic RC,20:54.457,1254.457,False
2007,women,Senior-Master Eights Age average of 40+ (no rower under 30),Minnesota Boat Club,19:02.274,1142.274,False
2008,women,Senior-Master Eights Age average of 40+ (no rower under 30),Minnesota Boat Club,18:42.80,1122.8,True
2009,women,Senior-Master Eights Age average of 40+ (no rower under 30),Minnesota Boat Club,19:03.122,1143.122,False
2010,women,Senior-Master Eights Age average of 40+ (no rower under 30),Minnesota Boat Club,19:55.121,1195.121,False
2011,women,Senior-Master Eights Age average of 40+ (no rower under 30),Potomac Boat Club,19:51.271,1191.271,False
2012,women,Senior-Master Eights Age average of 40+ (no rower under 30),Saugatuck Rowing Club,19:15.45,1155.45,False
2013,women,Senior-Master Eights Age average of 40+ (no rower under 30),Saugatuck Rowing Club,18:20.360,1100.36,True
2014,women,Senior-Master Eights Age average of 40+ (no rower under 30),Minneapolis Rowing Club,18:54.6,1134.6,False
2015,women,Senior-Master Eights Age average of 40+ (no rower under 30),Minneapolis Rowing Club,19:50.543,1190.543,False
2016,women,Senior-Master Eights Age average of 40+ (no rower under 30),Alexandria Community Rowing,19:40.423,1180.423,False
2017,women,Senior-Master Eights Age average of 40+ (no rower under 30),Marlow,18:53.464,1133.464,False
2018,women,Senior-Master Eights Age average of 40+ (no rower under 30),Chinook,17:59.249,1079.249,True
2019,women,Senior-Master Eights Age average of 40+ (no rower under 30),Chinook,17:33.214,1053.214,True
2021,women,Senior-Master Eights Age average of 40+ (no rower under 30),Pocock,17:52.285,1072.285,False
2022,women,Senior-Master Eights Age average of 40+ (no rower under 30),Capital,17:08.954,1028.954,True
2023,women,Senior-Master Eights Age average of 40+ (no rower under 30),Capital,16:59.848,1019.848,True
2024,women,Senior-Master Eights Age average of 40+ (no rower under 30),Texas Rowing Center,17:07.950,1027.95,False
2025,women,Senior-Master Eights Age average of 40+ (no rower under 30),Texas Rowing Center,17:24.967,1044.967,False
1995,women,Senior-Master Fours Age average of 40+ (no rower under 30),Portland BC,18:54.35,1134.35,True
1997,women,Senior-Master Fours Age average of 40+ (no rower under 30),Portland BC,19:29.8,1169.8,False
1998,women,Senior-Master Fours Age average of 40+ (no rower under 30),Lake Washington RC,20:07.20,1207.2,False
1999,women,Senior-Master Fours Age average of 40+ (no rower under 30),Lake Washington RC,20:15.22,1215.22,False
2000,women,Senior-Master Fours Age average of 40+ (no rower under 30),Saugatuck RC,20:40.92,1240.92,False
2001,women,Senior-Master Fours Age average of 40+ (no rower under 30),Alabama Crew,19:32.829,1172.829,False
2002,women,Senior-Master Fours Age average of 40+ (no rower under 30),Dresdner Ruderverein,20:16.996,1216.996,False
2003,women,Senior-Master Fours Age average of 40+ (no rower under 30),Dresdner Ruderverein,19:22.893,1162.893,False
2005,women,Senior-Master Fours Age average of 40+ (no rower under 30),Fairmount Rowing Assn.,21:57.335,1317.335,False
2006,women,Senior-Master Fours Age average of 40+ (no rower under 30),1992 Olympic RC,20:54.457,1254.457,False
2007,women,Senior-Master Fours Age average of 40+ (no rower under 30),Minnesota Boat Club,19:02.274,1142.274,False
2008,women,Senior-Master Fours Age average of 40+ (no rower under 30),Minnesota Boat Club,18:42.80,1122.8,True
2009,women,Senior-Master Fours Age average of 40+ (no rower under 30),Minnesota Boat Club,19:03.122,1143.122,False
2010,women,Senior-Master Fours Age average of 40+ (no rower under 30),Minnesota Boat Club,19:55.121,1195.121,False
2011,women,Senior-Master Fours Age average of 40+ (no rower under 30),Potomac Boat Club,19:51.271,1191.271,False
2012,women,Senior-Master Fours Age average of 40+ (no rower under 30),Saugatuck Rowing Club,19:15.45,1155.45,False
2013,women,Senior-Master Fours Age average of 40+ (no rower under 30),Saugatuck Rowing Club,18:20.360,1100.36,True
2014,women,Senior-Master Fours Age average of 40+ (no rower under 30),Minneapolis Rowing Club,18:54.6,1134.6,False
2015,women,Senior-Master Fours Age average of 40+ (no rower under 30),Minneapolis Rowing Club,19:50.543,1190.543,False
2016,women,Senior-Master Fours Age average of 40+ (no rower under 30),Alexandria Community Rowing,19:40.423,1180.423,False
2017,women,Senior-Master Fours Age average of 40+ (no rower under 30),Marlow,18:53.464,1133.464,False
2018,women,Senior-Master Fours Age average of 40+ (no rower under 30),Marlow,19:24.719,1164.719,False
2019,women,Senior-Master Fours Age average of 40+ (no rower under 30),Marlow,18:58.756,1138.756,False
2021,women,Senior-Master Fours Age average of 40+ (no rower under 30),River City,19:41.692,1181.692,False
2022,women,Senior-Master Fours Age average of 40+ (no rower under 30),Greenwich Crew,19:04.533,1144.533,False
2023,women,Senior-Master Fours Age average of 40+ (no rower under 30),Boulder,19:21.496,1161.496,False
2024,women,Senior-Master Fours Age average of 40+ (no rower under 30),Pocock Rowing Club,18:57.475,1137.475,False
2025,women,Senior-Master Fours Age average of 40+ (no rower under 30),Island Racing Team,18:56.639,1136.639,False
1986,women,Senior-Master Singles 40+ Years Old,M. Meyer,23:05.0,1385.0,True
1987,women,Senior-Master Singles 40+ Years Old,M. Meyer,22:29.1,1349.1,True
1988,women,Senior-Master Singles 40+ Years Old,M. Meyer,23:21.0,1401.0,False
1989,women,Senior-Master Singles 40+ Years Old,D. Post,25:13.3,1513.3,False
1990,women,Senior-Master Singles 40+ Years Old,M. McCormick,22:05.1,1325.1,True
1991,women,Senior-Master Singles 40+ Years Old,E. Razee,22:47.9,1367.9,False
1992,women,Senior-Master Singles 40+ Years Old,E. Razee,21:25.9,1285.9,True
1993,women,Senior-Master Singles 40+ Years Old,I. Blachev,23:31.0,1411.0,False
1994,women,Senior-Master Singles 40+ Years Old,L. Stone,21:57.1,1317.1,False
1995,women,Senior-Master Singles 40+ Years Old,L. Stone,22:12.8,1332.8,False
1997,women,Senior-Master Singles 40+ Years Old,J. Geer,20:37.9,1237.9,True
1998,women,Senior-Master Singles 40+ Years Old,L. Stone,21:46.29,1306.29,False
1999,women,Senior-Master Singles 40+ Years Old,J. Geer,21:09.22,1269.22,False
2000,women,Senior-Master Singles 40+ Years Old,J. Geer,21:55.55,1315.55,False
2001,women,Senior-Master Singles 40+ Years Old,J. Geer,20:33.599,1233.599,True
2002,women,Senior-Master Singles 40+ Years Old,J. Geer,22:18.541,1338.541,False
2003,women,Senior-Master Singles 40+ Years Old,M. Jekabsons,20:18.049,1218.049,True
2005,women,Senior-Master Singles 40+ Years Old,Ellen Kennelly,23:07.264,1387.264,False
2006,women,Senior-Master Singles 40+ Years Old,Ellen Kennelly,22:32.186,1352.186,False
2007,women,Senior-Master Singles 40+ Years Old,Ellen Kennelly,20:18.334,1218.334,False
2008,women,Senior-Master Singles 40+ Years Old,Ellen Kennelly,21:17.000,1277.0,False
2009,women,Senior-Master Singles 40+ Years Old,Susan Brown,20:59.157,1259.157,False
2010,women,Senior-Master Singles 40+ Years Old,Tina Vandersteel,22:04.883,1324.883,False
2011,women,Senior-Master Singles 40+ Years Old,Lisa Schlenker,20:42.279,1242.279,False
2012,women,Senior-Master Singles 40+ Years Old,Tina Vandersteel,20:36.04,1236.04,False
2013,women,Senior-Master Singles 40+ Years Old,Tina Vandersteel,20:39.047,1239.047,False
2014,women,Senior-Master Singles 40+ Years Old,Lisa Weise,20:56.495,1256.495,False
2015,women,Senior-Master Singles 40+ Years Old,Jennifer Bullock,22:39.786,1359.786,False
2016,women,Senior-Master Singles 40+ Years Old,Michelle Prince,21:14.731,1274.731,False
2017,women,Senior-Master Singles 40+ Years Old,Michelle Prince,20:26.310,1226.31,False
2018,women,Senior-Master Singles 40+ Years Old,Shannon Kaplan,21:16.963,1276.963,False
2019,women,Senior-Master Singles 40+ Years Old,Shannon Kaplan,20:35.185,1235.185,False
2021,women,Senior-Master Singles 40+ Years Old,Shannon Kaplan,20:46.604,1246.604,False
2022,women,Senior-Master Singles 40+ Years Old,Shannon Kaplan,19:42.638,1182.638,True
2023,women,Senior-Master Singles 40+ Years Old,Shannon Kaplan,19:48.216,1188.216,False
2024,women,Senior-Master Singles 40+ Years Old,Shannon Kaplan,20:14.645,1214.645,False
2025,women,Senior-Master Singles 40+ Years Old,Shannon Kaplan,20:26.136,1226.136,False
2013,women,Senior-Veteran Doubles Age average of 70+,"L. Smythe, P. Hoffnung",25:43.273,1543.273,False
2014,women,Senior-Veteran Doubles Age average of 70+,"N. Crome, C. Miller",27:05.725,1625.725,False
2015,women,Senior-Veteran Doubles Age average of 70+,"A. Faber, P. Hoffnung",28:54.987,1734.987,False
2016,women,Senior-Veteran Doubles Age average of 70+,"S. Sargent, B. Hogan",25:29.789,1529.789,False
2017,women,Senior-Veteran Doubles Age average of 70+,"S. Sargent, B. Hogan",23:37.348,1417.348,False
2018,women,Senior-Veteran Doubles Age average of 70+,"S. Sargent, B. Hogan",24:25.231,1465.231,False
2019,women,Senior-Veteran Doubles Age average of 70+,"L. Freed, L. Merk-Gould",24:38.367,1478.367,False
2021,women,Senior-Veteran Doubles Age average of 70+,"L. Freed, L. Merk-Gould",25:27.160,1527.16,False
2022,women,Senior-Veteran Doubles Age average of 70+,"A. Cann, C. Widgery",22:22.855,1342.855,False
2023,women,Senior-Veteran Doubles Age average of 70+,"M. Dowd, M. Flaherty-Ludwig",26:35.299,1595.299,False
2024,women,Senior-Veteran Doubles Age average of 70+,"D. Atwood, C. Fisher",22:03.956,1323.956,False
2025,women,Senior-Veteran Doubles Age average of 70+,"C. Voorhees, L. Hall",25:06.060,1506.06,False
2015,women,Senior-Veteran Eights Age average of 70+ (no rower under 30),Marin,24:50.816,1490.816,True
2016,women,Senior-Veteran Eights Age average of 70+ (no rower under 30),Marin,22:26.582,1346.582,True
2017,women,Senior-Veteran Eights Age average of 70+ (no rower under 30),Masters Coaching,20:17.933,1217.933,True
2018,women,Senior-Veteran Eights Age average of 70+ (no rower under 30),Masters Coaching,21:44.413,1304.413,False
2019,women,Senior-Veteran Eights Age average of 70+ (no rower under 30),Masters Coaching,20:59.160,1259.16,False
2021,women,Senior-Veteran Eights Age average of 70+ (no rower under 30),Masters Coaching,21:34.891,1294.891,False
2022,women,Senior-Veteran Eights Age average of 70+ (no rower under 30),Saugatuck,21:10.596,1270.596,False
2023,women,Senior-Veteran Eights Age average of 70+ (no rower under 30),1980,19:59.213,1199.213,False
2024,women,Senior-Veteran Eights Age average of 70+ (no rower under 30),1980,20:22.288,1222.288,False
2025,women,Senior-Veteran Eights Age average of 70+ (no rower under 30),1980,20:32.447,1232.447,False
2014,women,Senior-Veteran Fours Age average of 70+ (no rower under 30),Avalon,25:30.071,1530.071,True
2017,women,Senior-Veteran Fours Age average of 70+ (no rower under 30),Avalon,25:06.694,1506.694,True
2018,women,Senior-Veteran Fours Age average of 70+ (no rower under 30),Chinook,24:06.791,1446.791,True
2019,women,Senior-Veteran Fours Age average of 70+ (no rower under 30),Chinook,24:08.312,1448.312,False
2021,women,Senior-Veteran Fours Age average of 70+ (no rower under 30),Chinook,24:27.286,1467.286,False
2022,women,Senior-Veteran Fours Age average of 70+ (no rower under 30),Watercat,21:39.369,1299.369,False
2023,women,Senior-Veteran Fours Age average of 70+ (no rower under 30),Lake Washington,21:39.970,1299.97,False
2024,women,Senior-Veteran Fours Age average of 70+ (no rower under 30),Lake Washington,21:51.017,1311.017,False
1997,women,Senior-Veteran Singles 70+ years old,M. Stone (70),26:49.7,1609.7,True
1998,women,Senior-Veteran Singles 70+ years old,M. Stone (71),27:09.0,1629.0,False
1999,women,Senior-Veteran Singles 70+ years old,M. Burgard (71),28:13.46,1693.46,False
2000,women,Senior-Veteran Singles 70+ years old,M. Burgard (72),27:38.55,1658.55,False
2001,women,Senior-Veteran Singles 70+ years old,M. Burgard (73),27:20.269,1640.269,False
2002,women,Senior-Veteran Singles 70+ years old,Eve Green (70),26:22.695,1582.695,False
2003,women,Senior-Veteran Singles 70+ years old,Eve Green (71),26:28.661,1588.661,False
2005,women,Senior-Veteran Singles 70+ years old,Eve Green (73),27:32.786,1652.786,False
2006,women,Senior-Veteran Singles 70+ years old,Laurette Rindlaub (72),26:17.258,1577.258,False
2007,women,Senior-Veteran Singles 70+ years old,Laurette Rindlaud (73),25:34.733,1534.733,False
2008,women,Senior-Veteran Singles 70+ years old,Eve Green (76),26:09.900,1569.9,False
2009,women,Senior-Veteran Singles 70+ years old,Eve Green (77),27:56.671,1676.671,False
2010,women,Senior-Veteran Singles 70+ years old,Jan Stone (70),24:45.23,1485.23,True
2011,women,Senior-Veteran Singles 70+ years old,Jan Stone (71),24:54.276,1494.276,False
2012,women,Senior-Veteran Singles 70+ years old,Brooke Stevens (SV I),25:14.35,1514.35,True
2013,women,Senior-Veteran Singles 70+ years old,Brooke Stevens (SV I),24:19.71,1459.71,False
2014,women,Senior-Veteran Singles 70+ years old,Harriet Cuyler (SV I),24:36.722,1476.722,False
2015,women,Senior-Veteran Singles 70+ years old,Catherine Kemper (SV I),24:55.374,1495.374,False
2016,women,Senior-Veteran Singles 70+ years old,Lia Brouwer-Vogel (SV I),24:11.890,1451.89,True
2017,women,Senior-Veteran Singles 70+ years old,Catherine Kemper (SVI),23:53.398,1433.398,False
2018,women,Senior-Veteran Singles 70+ years old,Susan Kinne (SV I),24:16.257,1456.257,False
2019,women,Senior-Veteran Singles 70+ years old,Lia Broiwer-Vogel (SVII),25:26.780,1526.78,False
2021,women,Senior-Veteran Singles 70+ years old,Liz Turner (SVI),24:47.521,1487.521,False
2022,women,Senior-Veteran Singles 70+ years old,Patrice Glover (SVI),24:27.728,1467.728,False
2023,women,Senior-Veteran Singles 70+ years old,Catherine Widgery (SVI),23:34.029,1414.029,False
2024,women,Senior-Veteran Singles 70+ years old,Cinda Graubard (SVI),23:50.181,1430.181,False
2025,women,Senior-Veteran Singles 70+ years old,Paula Meyer (SVI),24:21.978,1461.978,False
2021,women,"Under 17 Fours *In 2021, U17 Fours were a Special Medal of Youth Fours",Saugatuck (U17),19:27.465,1167.465,True
2022,women,"Under 17 Fours *In 2021, U17 Fours were a Special Medal of Youth Fours",Whitemarsh Boat Club,19:14.661,1154.661,True
2023,women,"Under 17 Fours *In 2021, U17 Fours were a Special Medal of Youth Fours",Saugatuck,19:44.126,1184.126,False
2024,women,"Under 17 Fours *In 2021, U17 Fours were a Special Medal of Youth Fours",Nereid,19:14.292,1154.292,True
2025,women,"Under 17 Fours *In 2021, U17 Fours were a Special Medal of Youth Fours",TriStar,18:36.236,1116.236,True
2014,women,Veteran Doubles Age average of 60+ (no rower under 30),"N. Storrs, L. Dundas",22:06.025,1326.025,True
2015,women,Veteran Doubles Age average of 60+ (no rower under 30),"N. Andreadis, B. Mooney",23:28.614,1408.614,False
2016,women,Veteran Doubles Age average of 60+ (no rower under 30),"K. Lund, J. Cooper",22:16.897,1336.897,False
2017,women,Veteran Doubles Age average of 60+ (no rower under 30),"A. Cann, C. Coffman",21:07.990,1267.99,True
2018,women,Veteran Doubles Age average of 60+ (no rower under 30),"L. Krichko, L. Devitt",20:52.615,1252.615,True
2019,women,Veteran Doubles Age average of 60+ (no rower under 30),"I. Stekl, F. Tuite",21:29.067,1289.067,False
2021,women,Veteran Doubles Age average of 60+ (no rower under 30),"I. Stekl, F. Tuite",21:06.186,1266.186,False
2022,women,Veteran Doubles Age average of 60+ (no rower under 30),"I. Stekl, F. Tuite",20:53.567,1253.567,False
2023,women,Veteran Doubles Age average of 60+ (no rower under 30),"N. Wilke, T. Black",19:49.192,1189.192,True
2024,women,Veteran Doubles Age average of 60+ (no rower under 30),"L. Burns, L. Muri",20:03.121,1203.121,False
